year,month,day,weekday,carrier,origin,destination,arrivaldelay,departuredelay,weatherdelay,distance
2001,8,7,2,MQ,BOS,ALB,1,37,61,89
2005,4,10,7,WN,SAT,DAL,2,13,10,52
1998,3,17,2,DL,CVG,GRR,2,0,14,73
1997,2,16,7,WN,LAX,ABQ,2,25,24,104
2002,6,2,7,WN,BWI,PVD,2,55,53,63
1988,1,19,2,PI,BOS,EWR,3,3,0,66
2004,1,5,1,OH,LGA,SAV,3,55,12,105
2004,11,5,5,WN,HOU,JAN,2,30,42,77
1996,12,7,6,US,IND,CLT,2,7,4,80
2004,5,27,4,WN,MDW,MHT,3,55,45,110
2008,9,22,1,US,RDU,PHX,3,36,19,268
1990,5,11,5,AA,SJU,JFK,2,0,31,260
2008,8,15,5,WN,SMF,SNA,2,17,10,78
2007,5,4,5,EV,ATL,AEX,1,26,28,108
1992,6,2,2,US,CLT,JAX,3,0,57,125
1999,9,24,5,NW,MSP,LGA,1,29,44,165
2003,1,30,4,OO,COD,SLC,1,0,0,90
1992,7,14,2,US,PHL,MSY,1,18,27,174
1994,8,2,2,WN,PHX,ELP,3,15,13,63
2006,11,16,4,DL,PHL,ATL,2,0,0,145
1989,1,24,2,HP,PHX,MSP,1,0,0,170
1996,4,17,3,WN,PHX,ONT,2,0,3,63
2006,1,24,2,MQ,ORD,FNT,3,30,41,76
1991,10,8,2,DL,DCA,CVG,1,1,13,98
1997,1,6,1,UA,EWR,ORD,1,0,0,149
1987,12,7,1,EA,MCI,LAS,1,0,3,182
2008,3,4,2,OO,DEN,MSO,3,19,14,121
2004,11,17,3,EV,ATL,ILM,0,0,15,92
1988,2,10,3,DL,MIA,FLL,2,11,17,34
1996,3,3,7,AS,LAS,SEA,1,8,3,143
2001,1,9,2,TW,STL,BWI,3,45,27,110
1993,5,15,6,UA,MRY,SFO,3,1,3,32
1988,5,26,4,US,PIT,BGM,2,3,7,59
2005,5,9,1,AA,LAX,ORD,2,32,11,226
2008,12,9,2,WN,ELP,DAL,2,6,1,90
1987,11,11,3,CO,IAH,AUS,2,5,5,51
2007,12,23,7,UA,ORD,TPA,1,53,67,172
1989,2,19,7,NW,LIT,MEM,1,0,2,44
2000,11,2,4,DL,BOS,MCO,2,46,33,182
2003,5,5,1,XE,SYR,EWR,2,3,56,116
2006,2,2,4,MQ,LBB,DFW,2,8,4,59
1992,7,7,2,AA,LGA,RDU,1,3,6,97
1995,3,15,3,US,CLT,EWR,1,6,9,110
2002,11,8,5,US,CLT,PHL,2,2,5,95
2007,9,13,4,XE,IAH,STL,1,8,2,119
2007,10,20,6,EV,SCE,ATL,1,10,4,110
1988,11,21,1,CO,BDL,EWR,3,48,49,67
2007,6,6,3,XE,MTJ,IAH,2,10,2,147
1996,1,15,1,NW,DTW,JAX,2,48,35,126
1994,5,2,1,WN,HOU,DAL,3,105,124,74
2007,12,21,5,FL,BUF,ATL,2,9,12,128
1996,12,5,4,WN,SMF,SAN,1,0,0,80
1999,8,19,4,DL,ABQ,ATL,1,5,0,171
2007,5,3,4,AA,DEN,ORD,2,18,10,137
1995,2,17,5,WN,SMF,BUR,3,18,12,59
2007,7,15,7,CO,SAN,EWR,2,8,28,334
1991,7,13,6,AA,MFE,DFW,1,4,12,93
2007,5,12,6,EV,GSO,ATL,2,105,220,193
2001,1,19,5,DL,ATL,CVG,1,12,8,86
1991,6,13,4,DL,EWR,FLL,1,0,0,161
1995,11,18,6,US,CLT,JAX,3,23,15,61
1998,5,29,5,NW,DTW,BUF,3,76,62,50
1995,10,7,6,UA,CID,ORD,1,16,7,41
1989,9,11,1,DL,ATL,GSO,1,8,16,72
2006,11,20,1,AA,DFW,OKC,3,3,3,60
2000,6,12,1,UA,CLE,DEN,3,18,40,210
2008,6,25,3,CO,IAH,TPA,3,10,0,124
1991,12,5,4,DL,HNL,LAX,2,0,27,332
2001,1,12,5,WN,OAK,BUR,2,184,183,59
1990,9,19,3,HP,LNK,PHX,1,0,12,167
1997,7,30,3,WN,MDW,MCI,2,10,11,76
2004,12,20,1,CO,TUS,IAH,2,2,8,146
1999,1,3,7,DL,ALB,ATL,1,77,101,175
2004,7,28,3,AA,DFW,FLL,3,0,0,172
1993,10,20,3,US,BWI,PBI,1,9,1,142
2007,5,10,4,UA,ALB,ORD,3,3,9,146
2007,4,9,1,DL,JFK,SEA,3,25,2,370
2008,8,17,7,YV,IAD,SAV,3,143,129,91
1989,8,16,3,DL,ATL,SEA,1,5,24,309
2005,8,26,5,FL,FLL,ATL,1,0,0,110
2004,5,13,4,NW,MEM,GPT,2,158,158,66
2001,6,3,7,AA,GSO,DFW,3,3,1,177
2004,2,16,1,US,LAX,PIT,0,1,5,270
1989,6,19,1,AA,ORD,BDL,3,19,23,140
1993,7,14,3,UA,DEN,LAS,1,5,16,123
1992,1,13,1,AA,IAH,DFW,2,64,83,87
1996,7,15,1,US,CLT,CHA,3,12,8,51
2001,6,21,4,MQ,DFW,ABI,2,50,38,55
2007,10,13,6,NW,DTW,ORD,2,2,5,75
2007,2,21,3,US,LAX,LAS,2,4,5,61
1996,3,26,2,NW,MSP,RST,2,0,4,42
1993,10,9,6,DL,LGA,FLL,2,8,31,189
1999,3,16,2,DL,ATL,IAD,2,3,33,129
1994,11,26,6,AA,DFW,PHL,1,57,59,181
2000,7,7,5,NW,MSP,SFO,3,1,6,244
2003,6,27,5,WN,LAX,LAS,2,25,23,58
1999,6,28,1,UA,JFK,SFO,0,12,27,374
2006,6,11,7,WN,OAK,SAN,3,40,37,82
2008,1,1,2,WN,LAX,BNA,2,8,17,234
2000,1,15,6,UA,LAX,HNL,1,2,15,364
2006,4,7,5,US,DCA,MCO,1,6,24,149
2008,8,1,5,WN,HOU,MCO,3,0,2,137
1989,10,4,3,US,ILM,CLT,1,1,0,46
2000,11,5,7,US,EWR,PIT,3,24,10,80
1989,8,8,2,TW,MKE,STL,3,0,0,73
1990,2,16,5,NW,MSP,SAN,3,0,33,266
2001,3,11,7,AA,ORD,SFO,0,130,109,248
1991,8,14,3,UA,SMF,LAX,2,15,64,124
2008,7,17,4,CO,EWR,IAH,2,38,6,199
1992,5,17,7,US,MCO,BDL,2,2,8,163
2007,1,9,2,WN,DAL,HOU,1,19,14,55
2002,10,26,6,WN,BWI,SAT,1,10,20,225
1997,5,9,5,DL,SLC,ATL,1,0,0,208
2000,12,27,3,WN,PHX,STL,2,14,26,187
2002,8,16,5,MQ,BOS,DCA,2,27,36,89
1996,5,2,4,AA,MFE,DFW,3,0,0,96
1988,11,30,3,DL,SJC,SLC,1,0,0,103
1996,7,19,5,CO,EWR,ATL,2,59,80,168
1988,8,19,5,US,JFK,PIT,2,15,34,95
1996,1,12,5,US,PHX,PIT,1,14,58,262
1993,7,7,3,AA,IND,DFW,3,2,14,135
2002,12,24,2,WN,STL,DTW,2,30,18,78
1995,7,20,4,DL,CAE,ATL,1,68,53,45
1993,5,14,5,WN,OKC,DAL,2,10,20,55
2008,2,20,3,WN,SMF,SAN,1,0,13,98
1993,6,17,4,AA,ORD,DTW,2,19,15,75
1996,4,24,3,DL,PHL,MCO,1,0,17,152
1988,9,8,4,AA,DFW,SAN,3,6,2,172
1987,12,18,5,NW,MSP,MKE,2,5,18,78
2000,5,2,2,UA,DEN,BOS,2,0,22,240
2007,12,28,5,AA,JAX,DFW,3,0,26,196
1991,7,13,6,HP,BUR,LAS,2,0,0,54
2001,3,12,1,HP,PHX,ONT,1,0,4,79
2008,10,23,4,WN,ONT,SMF,1,53,42,69
1992,2,7,5,AA,DFW,PHX,3,0,4,152
2001,6,8,5,NW,DTW,SFO,2,0,3,297
1991,3,18,1,DL,ATL,BOS,3,13,88,226
1989,10,20,5,US,SMF,BUR,3,64,68,70
2003,12,25,4,UA,IAD,SEA,3,33,5,316
1996,3,3,7,WN,MCI,OKC,3,25,19,54
1992,11,22,7,US,BWI,PBI,1,4,3,147
1996,1,18,4,DL,CVG,SAV,1,1,11,100
2000,4,2,7,DL,DFW,TPA,1,0,9,146
2006,10,4,3,WN,RSW,MCO,2,21,20,44
1994,1,29,6,DL,CVG,LGA,3,12,16,105
2005,5,19,4,WN,PHL,MHT,3,108,120,97
2002,3,19,2,AS,SEA,PHX,2,8,7,169
1987,11,17,2,CO,DTW,DEN,3,58,51,164
2004,10,20,3,OH,ROA,CVG,1,120,118,67
1987,11,30,1,PI,DCA,SYR,1,12,7,62
2000,5,10,3,US,CMH,CLT,2,0,2,73
1988,7,22,5,DL,ATL,CMH,3,0,99,193
1987,10,7,3,WN,BHM,HOU,2,0,0,95
1987,10,1,4,PI,SDF,CVG,3,0,6,34
1988,7,28,4,AA,DFW,BNA,2,2,6,112
1996,2,6,2,US,PHL,PHX,1,26,2,299
2008,7,16,3,AA,DFW,TUL,3,2,0,58
2007,5,25,5,US,DCA,BDL,3,24,24,71
2001,9,15,6,CO,IAH,LGA,1,27,19,193
2006,9,4,1,AA,MIA,SJU,2,461,450,146
2002,6,27,4,MQ,ORD,GRR,2,16,9,39
1995,1,22,7,WN,PDX,OAK,1,0,0,100
2007,7,25,3,WN,FLL,TPA,3,20,9,54
2007,7,21,6,US,SFO,LAS,1,3,4,86
2003,12,20,6,MQ,MKE,ORD,2,5,0,34
2000,6,22,4,WN,SFO,PHX,2,0,17,132
1999,12,3,5,HP,JFK,PHX,2,12,6,325
1993,3,15,1,DL,CVG,PHX,3,12,16,228
2000,7,18,2,DL,DFW,ATL,3,0,1,123
1997,1,17,5,WN,AUS,ELP,1,0,7,97
2004,7,13,2,XE,EWR,IND,3,39,72,163
1996,10,10,4,WN,PHX,SAN,3,13,6,53
2007,10,30,2,EV,ATL,MDT,3,18,19,113
1989,5,15,1,PI,EWR,JAX,1,2,22,151
1995,8,25,5,UA,SAN,SFO,3,20,10,78
1996,12,1,7,US,CLE,PIT,3,15,15,43
1990,6,5,2,DL,TYS,ATL,2,1,8,54
2000,6,29,4,CO,IAH,LGA,3,164,186,230
1989,8,26,6,DL,ATL,IAH,1,7,8,118
2000,2,4,5,US,DCA,BNA,3,0,0,116
2007,5,28,1,XE,IAH,HSV,2,1,19,127
2005,7,29,5,HP,PHX,LAX,2,8,26,98
1988,8,16,2,CO,DEN,HOU,3,95,100,141
2004,11,23,2,MQ,ORF,BOS,1,21,0,85
2001,9,22,6,AA,ORD,SJC,1,12,16,267
2002,10,9,3,HP,PHX,DEN,3,1,11,115
1989,8,1,2,HP,PHX,BUR,2,0,5,80
1993,4,18,7,DL,DFW,MCI,3,24,22,83
2004,1,26,1,WN,BHM,MSY,2,13,19,76
2002,7,30,2,DL,CVG,PWM,3,3,1,121
1994,1,12,3,CO,DEN,MSP,3,29,22,123
1992,12,28,1,US,SFO,LAX,2,28,46,95
1996,7,3,3,WN,MSY,HOU,3,0,0,55
1991,5,16,4,DL,DFW,OKC,1,0,14,66
1996,1,8,1,AA,DFW,SEA,0,5,16,265
2007,12,15,6,NW,MSP,EWR,2,9,30,187
2007,2,27,2,AS,SFO,SEA,3,16,30,134
1992,1,16,4,AA,BTR,BNA,2,2,9,85
1992,10,14,3,UA,EWR,DEN,2,3,14,263
1995,7,25,2,UA,PHL,SFO,3,7,5,343
2002,10,24,4,MQ,JAN,DFW,2,55,54,93
1987,12,6,7,NW,SLC,MSP,1,5,1,138
1994,9,17,6,CO,LAS,IAH,0,31,12,158
1996,3,25,1,UA,RIC,ORF,0,6,3,29
1998,6,29,1,AA,DFW,SJC,2,31,24,203
2000,12,28,4,AA,ORF,DFW,3,39,26,197
1999,12,3,5,UA,ABE,ORD,2,55,48,119
2005,6,26,7,EV,CVG,CAE,3,53,64,94
1998,9,25,5,UA,IAD,ORD,2,7,7,107
2006,2,5,7,OO,ORD,MEM,3,116,95,84
1993,8,4,3,UA,MLI,PIA,3,11,8,22
1989,7,9,7,DL,LAX,SEA,2,0,9,150
1993,9,9,4,WN,LAS,BUR,2,0,0,55
1988,8,25,4,CO,EWR,DEN,2,0,15,250
2003,10,5,7,WN,ELP,LAX,2,13,5,117
1999,9,30,4,WN,MCO,MHT,2,15,0,155
2006,5,12,5,WN,PHL,HOU,1,0,15,240
1994,11,1,2,AS,SEA,LAX,3,0,6,156
2002,8,9,5,WN,OKC,DAL,3,10,7,47
1998,1,6,2,DL,SLC,JFK,2,8,20,264
1989,6,17,6,DL,MSP,SLC,2,15,26,158
1995,11,15,3,CO,RSW,EWR,2,8,25,182
1995,12,30,6,WN,LIT,STL,1,10,8,58
2005,4,2,6,WN,MDW,BWI,1,5,10,110
1990,2,25,7,UA,ORD,MKE,3,29,22,36
1999,10,24,7,US,CLT,BOS,2,35,43,132
1993,7,16,5,AA,SAV,JAX,3,0,0,38
2008,12,18,4,AA,SFO,MIA,1,16,10,299
1994,10,16,7,CO,MIA,EWR,1,2,21,188
2003,8,2,6,DL,ATL,BNA,2,4,5,63
2006,8,7,1,OO,LAX,SAN,2,0,0,49
2006,12,21,4,WN,BHM,SDF,2,55,50,60
1994,10,16,7,AA,ORD,BOS,2,52,42,127
1989,4,30,7,DL,ATL,MCO,3,115,105,74
1989,12,10,7,US,BWI,MYR,1,0,0,93
1987,12,28,1,NW,BOS,DTW,1,75,95,145
1988,1,15,5,AA,SMF,ORD,0,0,0,244
1989,10,18,3,WN,DTW,PHX,3,40,24,244
1999,7,2,5,TW,SAT,STL,3,0,5,139
2005,8,18,4,US,PIT,TPA,3,11,7,129
1998,1,6,2,DL,RIC,ATL,1,10,47,134
1997,7,10,4,DL,BHM,ATL,1,1,1,57
1996,5,16,4,HP,BUR,PHX,2,0,6,82
1988,12,19,1,TW,CLE,STL,1,5,16,107
1990,8,15,3,NW,MSP,GFK,0,5,16,71
1991,12,9,1,US,CLT,IND,2,1,15,108
2000,8,23,3,TW,STL,IAH,2,35,66,157
1994,11,28,1,AA,ORD,LIT,3,17,42,129
2008,12,27,6,AA,ORD,MSP,2,11,55,129
2008,10,17,5,US,CLT,LAS,2,20,49,307
2002,11,21,4,WN,BWI,MDW,2,90,90,125
2004,10,28,4,AA,STL,LAX,1,0,6,250
1990,8,4,6,AA,RST,ORD,1,0,9,84
1995,2,8,3,CO,MIA,GSO,2,11,16,130
1993,3,25,4,DL,MGM,ATL,1,11,16,44
2005,9,9,5,NW,LAX,MSP,0,4,10,210
1994,7,2,6,TW,PIT,STL,2,10,13,110
1992,6,27,6,UA,BWI,ORD,3,12,6,127
2001,7,6,5,AA,DFW,RIC,1,3,6,177
1995,4,17,1,AA,AUS,DFW,1,0,3,64
1994,10,3,1,DL,FAT,LAX,3,10,23,71
2004,1,26,1,DH,ORD,BHM,3,0,0,110
2004,9,5,7,WN,MCI,ABQ,2,0,5,120
2002,8,15,4,DL,BNA,ATL,2,4,5,71
2001,6,22,5,AS,ANC,FAI,0,21,18,52
2007,6,8,5,WN,SDF,BHM,2,54,72,83
2001,10,8,1,DL,ATL,TPA,3,26,21,85
2000,5,21,7,CO,ATL,IAH,3,56,36,111
1987,11,30,1,TW,MSP,STL,2,0,0,85
1995,12,8,5,UA,BWI,DEN,1,27,19,227
1992,8,24,1,AA,HSV,DFW,2,2,12,117
1999,8,24,2,UA,LAX,JFK,1,0,0,313
1999,2,23,2,WN,AUS,PHX,1,0,10,160
2002,3,21,4,CO,ORD,IAH,1,2,1,163
1989,9,18,1,TW,SFO,LAX,2,6,4,74
1999,9,14,2,AS,DLG,ANC,3,13,10,56
1998,9,12,6,HP,LAS,OAK,0,0,5,85
1989,6,14,3,HP,OMA,MLI,0,0,0,50
1994,11,30,3,UA,FSD,ORD,2,1,8,96
1996,2,21,3,US,LGA,RDU,1,51,60,104
2000,8,24,4,WN,HOU,CRP,3,0,3,43
2008,3,14,5,XE,SYR,EWR,2,86,73,76
2006,7,9,7,XE,LRD,IAH,2,15,14,76
1999,12,24,5,DL,MCI,ATL,1,21,6,100
1995,4,30,7,US,CLT,TYS,2,7,5,47
2004,7,17,6,WN,PHX,LAX,2,12,7,70
1994,6,5,7,WN,PHX,LAX,2,12,9,67
1991,6,12,3,TW,AUS,HOU,1,0,3,53
2006,4,5,3,OO,SFO,CIC,2,84,84,54
1997,5,15,4,NW,MSP,DTW,1,33,32,99
1997,2,12,3,WN,CLE,MDW,2,7,19,77
1994,3,7,1,TW,LGA,STL,2,0,20,183
2007,6,28,4,B6,JFK,BUF,1,37,21,71
1993,5,27,4,UA,DEN,ORD,2,5,3,143
1996,8,2,5,WN,AUS,DAL,2,0,0,50
1999,5,12,3,CO,IAH,ATL,3,16,5,113
1997,3,16,7,DL,ORD,MCO,1,14,3,135
2001,11,24,6,NW,RDU,MSP,2,81,43,137
2006,11,1,3,WN,CMH,MDW,3,0,13,83
1999,3,20,6,AA,LAX,IAD,2,44,40,284
1995,4,22,6,HP,MSP,PHX,2,18,19,193
1990,7,10,2,UA,ORF,ORD,3,12,17,131
1993,3,26,5,AA,LBB,DFW,1,0,0,60
1999,10,30,6,AA,LAS,COS,2,113,103,97
2005,5,10,2,FL,ATL,EWR,1,6,1,130
2005,8,6,6,WN,RNO,OAK,2,0,0,50
1989,7,4,2,AA,HOU,DFW,2,1,8,72
1989,9,21,4,DL,MIA,BOS,2,9,38,209
1992,1,27,1,DL,DFW,OKC,2,8,13,57
1997,2,17,1,UA,LAX,SAN,1,2,1,47
1995,10,3,2,US,PNS,CLT,1,30,23,80
2003,2,21,5,OO,LAX,SMX,2,0,0,58
1994,12,21,3,DL,ORF,CVG,2,11,3,86
1996,5,27,1,AS,FAI,ANC,2,0,1,55
2008,7,30,3,WN,DAL,ABQ,3,38,38,105
1991,5,19,7,DL,ABQ,ELP,3,6,6,48
1992,2,6,4,WN,PHX,ONT,3,18,30,77
1991,3,10,7,UA,IND,ORD,1,6,3,57
2005,9,26,1,UA,ORD,BTV,3,0,3,137
2001,1,22,1,MQ,ORF,BOS,1,0,0,85
2003,1,9,4,AA,LGA,MCI,2,76,71,197
2003,3,7,5,DL,ATL,HSV,0,0,3,61
1989,1,4,3,WN,LAS,PHX,2,75,70,55
2008,3,15,6,WN,BWI,MCO,2,22,22,135
2005,7,9,6,B6,FLL,BOS,2,38,22,184
1988,8,29,1,AA,BOS,LAX,3,5,0,364
2007,11,18,7,WN,MSY,MCO,3,96,86,85
1992,6,14,7,DL,DFW,LBB,0,35,38,62
1998,2,3,2,DL,STL,ATL,3,22,39,105
2007,11,29,4,WN,PHX,SAT,2,11,15,124
1993,2,24,3,DL,PHL,ATL,3,9,4,115
1999,7,6,2,WN,OAK,LAX,3,0,0,70
2003,2,28,5,OO,SEA,GEG,2,0,0,60
1996,7,7,7,NW,MEM,MSP,2,9,6,115
2003,9,10,3,AS,ANC,SEA,3,3,4,196
1999,12,28,2,AA,MIA,DFW,2,0,8,201
2000,10,24,2,AA,SJU,JFK,2,22,55,272
2004,1,24,6,EV,DFW,LBB,3,13,7,65
2006,4,3,1,WN,BWI,CMH,1,5,3,73
1996,6,11,2,AA,HNL,LAX,3,43,46,303
1996,11,8,5,AA,LAX,HNL,1,3,24,355
2000,9,13,3,US,PHL,ROC,3,0,0,70
1994,6,23,4,AS,SEA,SFO,2,0,25,140
1991,11,30,6,CO,IAH,LAX,3,9,3,211
2007,3,7,3,DL,ATL,SJU,1,35,29,214
1991,1,26,6,AA,ORD,PVD,3,12,8,123
2004,12,19,7,WN,IND,TPA,1,0,20,150
2004,11,22,1,DL,LAX,CVG,2,23,12,239
1988,4,22,5,WN,MDW,DTW,3,11,30,69
2006,9,7,4,OH,BOS,GSO,1,0,10,137
2000,5,14,7,CO,IAH,SAT,2,0,0,66
1989,9,28,4,TW,LAX,SFO,3,2,44,117
2007,1,4,4,WN,RDU,MCO,2,64,47,88
2004,1,31,6,EV,DFW,MSY,2,0,20,112
1988,5,27,5,DL,CLT,ATL,2,4,19,79
1999,1,17,7,UA,DEN,SEA,1,1,12,175
1997,3,11,2,DL,BOS,LGA,2,0,4,64
1996,4,11,4,WN,DAL,AMA,2,8,9,66
1988,7,30,6,US,BDL,PIT,2,0,14,90
2005,6,7,2,MQ,ORD,GRB,1,38,34,48
1999,5,18,2,TW,STL,PHX,3,44,20,188
1988,6,24,5,US,PIT,RDU,1,3,17,80
2005,11,30,3,DL,LAX,JFK,1,17,10,310
1989,11,1,3,NW,DEN,DTW,2,20,8,163
1996,6,9,7,AS,LAX,SEA,1,0,1,139
2004,5,11,2,NW,MSP,PIT,2,45,64,132
2008,3,10,1,OO,YUM,SLC,1,1,6,110
1989,11,30,4,UA,ORD,GEG,1,5,11,232
2004,7,23,5,OO,DEN,AUS,2,42,45,128
2008,7,13,7,UA,SEA,SFO,2,20,16,125
2006,2,18,6,OO,TUS,LAX,2,122,119,88
1993,11,18,4,UA,MCI,ORD,1,3,9,86
1987,12,15,2,PI,SYR,LGA,2,31,47,76
2004,7,28,3,WN,MCI,PVD,3,70,60,160
2005,6,2,4,OH,STL,CVG,2,0,4,77
2003,10,11,6,XE,AVL,EWR,1,9,25,119
2001,4,23,1,NW,PHL,MSP,3,20,10,172
2003,8,31,7,DL,HNL,SFO,3,2,0,291
2001,3,11,7,DL,ELP,TUS,0,199,205,66
1997,12,9,2,AA,LAX,ORD,0,43,42,231
1995,2,9,4,WN,BOI,SEA,2,5,22,87
2006,10,28,6,AS,PDX,LAX,2,2,6,138
1996,3,10,7,CO,ATL,EWR,2,0,5,137
1993,8,4,3,AA,DFW,MIA,3,22,31,169
1994,10,17,1,NW,MEM,OMA,3,7,1,92
1998,5,19,2,UA,STL,ORD,2,37,25,59
1996,2,29,4,DL,BNA,ATL,1,1,12,68
1992,11,16,1,AS,ANC,SEA,2,0,15,200
1998,2,17,2,HP,LAX,PHX,3,135,155,89
1996,7,1,1,WN,STL,MDW,1,0,3,73
2000,5,31,3,AA,SNA,SJC,1,82,74,66
1999,11,18,4,WN,LBB,DAL,1,0,4,59
1995,12,31,7,AA,DFW,HSV,3,10,2,94
2006,1,3,2,CO,LGA,IAH,2,34,12,222
1990,11,22,4,AA,ORD,SEA,3,14,38,303
2002,3,14,4,AS,PDX,SJC,3,8,5,102
1998,2,10,2,US,DCA,CLT,2,30,26,74
1997,1,27,1,US,CHS,LGA,2,4,5,111
1996,7,27,6,AA,IAD,DFW,3,30,53,205
1996,11,8,5,NW,GSO,DTW,1,4,3,98
2008,1,13,7,WN,DAL,SAT,3,7,8,61
1994,11,3,4,DL,ATL,BNA,1,4,5,59
1990,3,19,1,DL,LAX,PDX,3,10,12,135
1988,2,19,5,HP,OMA,PHX,2,38,22,144
1995,8,12,6,AA,ORD,PVD,0,26,19,124
2001,9,15,6,DL,DCA,LGA,2,0,0,70
1994,7,22,5,AA,DFW,DTW,3,34,25,137
1998,7,19,7,DL,ATL,MCO,2,5,2,82
1997,1,11,6,UA,DEN,MIA,2,6,5,215
2008,2,25,1,AS,SEA,SAN,3,87,69,147
2001,5,7,1,NW,MIA,DTW,2,13,1,180
1991,5,17,5,PA (1),BOS,LGA,3,0,0,70
1987,10,13,2,NW,MSP,SLC,1,10,19,164
2004,6,9,3,UA,ORD,ATL,3,221,196,102
2003,6,24,2,HP,PHX,SEA,3,0,15,180
1998,9,12,6,US,PIT,MDT,2,81,76,43
1991,5,24,5,DL,SLC,MSP,2,3,1,144
1998,11,6,5,AS,PHX,PDX,2,0,13,174
2003,7,15,2,EV,DFW,MEM,1,0,3,88
2003,12,13,6,DL,PHL,ATL,1,13,10,145
2003,7,28,1,WN,OAK,LAX,3,5,0,70
2007,12,30,7,NW,TPA,MEM,3,26,39,136
1989,12,19,2,US,FLL,TPA,2,17,21,58
2005,4,4,1,WN,LAS,SAN,1,2,2,60
1991,5,9,4,WN,OAK,SAN,1,0,10,85
2004,5,3,1,OO,SLC,SUN,3,0,3,68
1994,1,18,2,UA,BNA,ORD,2,0,0,94
2006,9,17,7,US,LAS,PHX,2,12,44,97
1988,3,30,3,DL,SFO,SLC,1,0,17,108
2006,7,9,7,OH,CMH,RSW,1,50,43,137
1993,1,3,7,DL,BOS,DFW,1,1,8,250
1989,1,26,4,DL,DFW,IAH,2,0,14,64
1992,6,14,7,NW,DTW,TPA,3,4,6,157
2004,4,12,1,US,PHL,LAX,1,12,12,350
1992,8,19,3,WN,ELP,SAT,3,8,10,77
1990,3,20,2,DL,ATL,SLC,2,57,56,244
1999,1,15,5,UA,BOS,DEN,2,0,0,267
1990,2,10,6,US,FLL,MCO,2,13,22,60
2006,4,18,2,XE,BWI,CLE,2,32,26,69
2000,1,21,5,US,LEX,PIT,3,3,8,68
2001,7,9,1,DL,DFW,LAS,3,4,10,167
2005,4,6,3,OO,LAX,PSP,2,0,0,46
1992,3,31,2,US,CLT,CHS,2,0,10,62
1991,7,27,6,UA,ANC,SEA,0,0,24,210
2001,12,1,6,DL,DEN,SLC,2,0,7,90
2004,9,25,6,WN,PDX,MCI,1,0,14,209
1990,8,15,3,DL,RDU,CVG,3,24,17,76
2003,7,3,4,US,PIT,IND,3,90,79,64
1992,12,29,2,CO,IAH,DFW,3,14,12,64
1987,10,4,7,WN,PHX,SAT,3,45,37,112
1995,5,15,1,UA,ORD,MCI,1,26,24,78
1993,2,18,4,US,LGA,PBI,1,4,1,186
2006,1,2,1,FL,ATL,LGA,3,209,188,109
2006,3,1,3,WN,ONT,OAK,1,0,0,75
1990,4,23,1,TW,TPA,STL,3,22,13,134
2004,6,22,2,WN,SAN,SMF,2,50,38,78
2005,8,3,3,AA,ORD,DFW,2,22,30,154
1995,8,4,5,AS,SEA,ANC,3,24,37,213
1995,6,6,2,WN,SLC,LAS,1,0,4,79
2006,5,1,1,MQ,SAV,DFW,2,9,20,169
1992,12,9,3,TW,STL,BWI,3,0,0,124
1994,2,8,2,AA,ORD,SNA,2,0,0,251
2005,8,14,7,MQ,TYR,DFW,2,2,0,41
1999,8,1,7,TW,OMA,STL,1,9,4,68
2002,7,10,3,DL,JAN,ATL,3,1,0,80
1996,4,19,5,US,LGA,CLT,2,10,0,103
1994,8,4,4,WN,LAX,PHX,2,4,0,66
2000,6,1,4,UA,ORD,BUF,1,10,6,79
1996,10,3,4,DL,MCO,FLL,3,2,7,55
1998,4,30,4,CO,IAH,LAX,2,53,19,191
1997,3,17,1,UA,DEN,DFW,1,7,34,130
1989,2,22,3,DL,ORD,ATL,1,0,6,110
2007,2,25,7,WN,LAX,SJC,2,3,3,65
1989,1,6,5,NW,MSP,ONT,1,20,37,242
1993,4,17,6,DL,OKC,SLC,1,2,14,148
2000,3,11,6,WN,SAN,LAS,2,18,20,67
2005,6,30,4,NW,MSP,EWR,2,22,36,183
2005,7,9,6,WN,SAN,PHX,3,25,40,85
1998,9,22,2,NW,MSP,LAS,2,82,76,194
2005,12,7,3,TZ,MDW,DFW,3,0,15,155
1998,5,1,5,WN,PHX,LAS,1,0,0,55
1994,10,22,6,UA,DEN,PHX,3,5,4,102
2000,5,31,3,WN,BNA,BDL,3,0,10,135
1997,10,4,6,WN,LAX,PHX,1,15,14,69
1998,3,7,6,NW,DTW,MSP,3,64,54,111
1991,2,11,1,US,EWR,ROC,2,0,1,73
2005,1,23,7,DL,ATL,GSO,1,43,40,73
1999,6,25,5,DL,ATL,CVG,2,4,14,98
1987,12,27,7,TW,STL,PIT,3,17,14,87
2003,2,23,7,XE,CAE,IAH,3,107,117,158
1996,4,15,1,AA,BDL,MIA,1,0,6,177
2004,6,1,2,UA,ORD,PHL,2,82,93,138
1995,2,10,5,HP,ORD,PHX,1,3,15,227
2004,3,29,1,AA,PBI,DFW,2,1,3,195
1990,7,23,1,US,CLE,LAX,3,4,21,307
2000,4,29,6,CO,EWR,TPA,2,46,14,149
1990,1,16,2,DL,IAH,DFW,2,5,1,61
1996,5,11,6,US,RDU,CLT,2,38,48,58
1998,6,16,2,WN,MDW,BHM,2,44,51,102
1990,11,30,5,WN,PHX,SAN,3,38,34,61
