Gender,Year,Major,GPA,FamilyIncome,Age,NoOfCourses,Country,Id
M,3,ME,2.0,65000,23,5,RUSSIAN,2058
M,1,ECE,2.5999999999999996,90000,21,6,IND,2059
M,4,CS,4,60000,24,4,CHN,2060
M,3,PHY,4.0,65000,23,5,CHN,2061
M,2,CHEM,1.4,115000,22,3,BRAZIL,2062
F,3,PHY,1.7999999999999998,50000,22,6,CANADA,2063
F,1,PHY,1,120000,20,4,THAILAND,2064
F,2,MATH,1.4,285000,20,3,SPAIN,2065
M,3,CHEM,2.4,95000,22,3,ENG,2066
M,2,PHY,1.2,100000,22,4,AUS,2067
M,2,PHY,3.0,85000,20,5,CHN,2068
F,3,STAT,3.6,95000,22,3,CHN,2069
M,2,STAT,1.2,100000,22,4,RUSSIAN,2070
M,2,ME,1.6,130000,20,2,THAILAND,2071
F,3,ME,1.7999999999999998,50000,22,6,ENG,2072
M,4,MATH,2.8,370000,22,6,GER,2073
M,4,PHY,3.0,45000,23,5,SPAIN,2074
M,1,ME,1,120000,21,4,THAILAND,2075
F,3,STAT,2.2,80000,23,4,RUSSIAN,2076
F,4,CHEM,2.8,30000,22,6,AUS,2077
F,1,ECE,2.5999999999999996,90000,19,6,FRANCE,2078
M,3,CHEM,2.4,95000,22,3,SPAIN,2079
F,4,CS,4,30000,23,6,IND,2080
F,4,ME,2.8,30000,24,6,AUS,2081
M,2,STAT,1,85000,20,5,AUS,2082
F,1,MATH,1,310000,21,6,THAILAND,2083
M,2,MATH,1.4,285000,20,3,BRAZIL,2084
M,2,PHY,1.7999999999999998,270000,22,2,KOR,2085
M,2,PHY,3.0,85000,20,5,CHN,2086
M,1,MATH,1,295000,19,5,IND,2087
F,2,ECE,2.6,85000,22,5,THAILAND,2088
F,2,CS,2.8,100000,21,4,CANADA,2089
M,4,CHEM,3.0,45000,24,5,SPAIN,2090
F,1,STAT,1,135000,20,3,RUSSIAN,2091
M,2,PHY,1.4,115000,21,3,CANADA,2092
M,4,CS,4,90000,22,2,RUSSIAN,2093
M,4,STAT,2.8,30000,24,6,IND,2094
F,2,ME,1,70000,20,6,GER,2095
M,1,ECE,2.8,105000,21,5,FRANCE,2096
F,1,CHEM,1,105000,20,5,IND,2097
F,1,STAT,1,105000,19,5,JPN,2098
M,4,MATH,3.4,325000,23,3,BRAZIL,2099
M,2,STAT,1.4,115000,22,3,CANADA,2100
F,1,ECE,3.1999999999999997,135000,20,3,GER,2101
F,1,MATH,1,280000,20,4,THAILAND,2102
M,3,PHY,2.4,95000,22,3,BRAZIL,2103
F,2,MATH,1,315000,22,5,CANADA,2104
F,2,CHEM,1,70000,21,6,SPAIN,2105
M,2,ECE,3.2,130000,20,2,BRAZIL,2106
F,1,ECE,2.5999999999999996,90000,21,6,RUSSIAN,2107
F,2,MATH,1,330000,21,6,THAILAND,2108
M,2,CS,2.6,115000,22,3,US,2109
F,3,ME,1,350000,22,6,KOR,2110
M,2,PHY,1,70000,20,6,JPN,2111
F,1,ME,1,135000,19,3,US,2112
F,4,CS,4,45000,23,5,CANADA,2113
M,2,PHY,1.4,115000,20,3,JPN,2114
F,2,MATH,1,330000,22,6,GER,2115
M,3,CS,4,50000,23,6,US,2116
M,3,ME,2.4,95000,23,3,BRAZIL,2117
M,4,ECE,2.0,30000,22,6,US,2118
F,4,STAT,3.4,75000,22,3,AUS,2119
M,2,STAT,1,70000,20,6,RUSSIAN,2120
F,2,STAT,1,70000,22,6,GER,2121
M,1,CS,1.6,135000,21,3,CHN,2122
M,4,ECE,2.2,45000,22,5,US,2123
F,4,ME,3.2,60000,22,4,AUS,2124
F,4,STAT,3.4,75000,22,3,JPN,2125
M,1,MATH,1,310000,20,6,US,2126
M,1,CS,2.2,90000,20,6,THAILAND,2127
M,4,STAT,3.4,75000,24,3,IND,2128
M,4,MATH,3.0,355000,23,5,RUSSIAN,2129
M,3,CS,3.6,95000,22,3,RUSSIAN,2130
M,4,STAT,3.2,60000,22,4,SPAIN,2131
F,2,STAT,1.6,130000,20,2,AUS,2132
M,3,CS,3.8,80000,21,4,GER,2133
M,4,CS,4,30000,23,6,RUSSIAN,2134
F,2,MATH,1.7999999999999998,315000,20,5,KOR,2135
F,3,ECE,3.0,110000,23,2,BRAZIL,2136
M,3,ME,2.0,65000,23,5,AUS,2137
M,2,CHEM,1.2,100000,22,4,CANADA,2138
M,2,PHY,1.4,115000,21,3,US,2139
M,3,MATH,2.4,305000,23,3,THAILAND,2140
F,1,STAT,1,150000,21,2,BRAZIL,2141
F,1,STAT,1,90000,19,6,JPN,2142
M,4,STAT,3.6,90000,22,2,AUS,2143
M,1,MATH,1,280000,20,4,JPN,2144
F,4,ECE,2.0,30000,24,6,AUS,2145
M,2,STAT,1.4,115000,22,3,CANADA,2146
M,2,PHY,1,70000,20,6,FRANCE,2147
M,1,CS,1.6,135000,20,3,FRANCE,2148
F,2,CHEM,1.4,115000,22,3,BRAZIL,2149
M,2,PHY,2.4,130000,21,2,CHN,2150
M,3,ECE,2.4,65000,23,5,THAILAND,2151
M,1,ECE,2.8,105000,20,5,GER,2152
F,1,MATH,1,280000,20,4,THAILAND,2153
M,1,CS,1.4,150000,19,2,ENG,2154
M,2,PHY,1,70000,21,6,US,2155
F,2,ECE,2.4,70000,20,6,RUSSIAN,2156
M,4,ECE,2.2,45000,23,5,ENG,2157
F,4,PHY,3.0,45000,22,5,THAILAND,2158
M,1,ME,1,105000,21,5,RUSSIAN,2159
M,1,CHEM,1,105000,19,5,THAILAND,2160
F,3,MATH,3.4,290000,21,2,CHN,2161
M,1,ECE,2.5999999999999996,90000,20,6,AUS,2162
F,3,ECE,3.0,110000,21,2,AUS,2163
F,3,CHEM,2.2,80000,23,4,BRAZIL,2164
M,2,MATH,1,315000,21,5,CANADA,2165
F,2,PHY,1.7999999999999998,285000,21,3,KOR,2166
M,2,ECE,3.0,115000,20,3,RUSSIAN,2167
F,4,ME,2.8,30000,22,6,SPAIN,2168
M,4,STAT,4,90000,22,2,CHN,2169
M,4,ECE,2.4000000000000004,60000,22,4,BRAZIL,2170
M,3,CS,4,50000,21,6,ENG,2171
F,2,MATH,1,330000,20,6,ENG,2172
M,4,ECE,2.8000000000000003,90000,23,2,CANADA,2173
F,3,STAT,2.2,80000,22,4,SPAIN,2174
M,4,MATH,3.6,310000,24,2,BRAZIL,2175
F,1,PHY,2.8,295000,20,5,KOR,2176
F,4,ME,3.4,75000,22,3,GER,2177
F,3,ME,2.6,110000,21,2,GER,2178
M,1,PHY,1,90000,20,6,RUSSIAN,2179
F,4,CHEM,2.8,30000,24,6,IND,2180
F,3,ME,2.6,110000,23,2,SPAIN,2181
F,1,ME,2.0,105000,21,5,CHN,2182
F,4,CS,4,45000,23,5,GER,2183
F,3,PHY,2.0,65000,22,5,RUSSIAN,2184
M,4,ECE,2.4000000000000004,60000,23,4,GER,2185
M,3,ECE,3.0,110000,23,2,BRAZIL,2186
F,1,CS,1.8,120000,21,4,US,2187
M,1,ME,1,150000,21,2,THAILAND,2188
F,1,ME,1,105000,21,5,JPN,2189
M,4,ME,4,30000,24,6,CHN,2190
M,2,STAT,1,70000,21,6,AUS,2191
F,1,CHEM,1,105000,20,5,BRAZIL,2192
F,4,CHEM,3.0,45000,23,5,IND,2193
F,2,PHY,1,70000,22,6,CANADA,2194
M,1,CHEM,1,150000,21,2,SPAIN,2195
F,4,PHY,3.6,90000,22,2,RUSSIAN,2196
F,3,CHEM,3.4,110000,22,2,CHN,2197
M,4,MATH,3.4,325000,22,3,CANADA,2198
M,2,PHY,1,70000,20,6,RUSSIAN,2199
F,4,PHY,3.6,90000,24,2,IND,2200
F,1,STAT,1,120000,20,4,FRANCE,2201
M,3,CS,3.6,95000,21,3,THAILAND,2202
F,3,ECE,2.5999999999999996,80000,23,4,THAILAND,2203
F,4,PHY,4,60000,23,4,CHN,2204
M,2,PHY,1,85000,20,5,IND,2205
M,2,ECE,2.8,100000,22,4,ENG,2206
F,1,PHY,1,150000,20,2,JPN,2207
M,4,ECE,2.6,75000,24,3,JPN,2208
M,3,STAT,2.0,65000,22,5,GER,2209
F,3,PHY,2.0,65000,21,5,THAILAND,2210
M,2,STAT,1.6,130000,22,2,SPAIN,2211
F,4,ECE,2.8000000000000003,90000,24,2,RUSSIAN,2212
M,3,ECE,2.4,65000,21,5,BRAZIL,2213
F,2,CHEM,1,70000,20,6,AUS,2214
F,4,PHY,3.2,60000,23,4,IND,2215
F,4,ME,2.8,30000,22,6,RUSSIAN,2216
M,4,PHY,3.4,75000,23,3,JPN,2217
F,1,ECE,3.4,150000,21,2,FRANCE,2218
M,2,PHY,1.6,130000,21,2,SPAIN,2219
M,3,MATH,1.7999999999999998,350000,21,6,IND,2220
F,3,CS,1,290000,22,2,KOR,2221
M,4,CS,4,90000,23,2,ENG,2222
F,1,ME,1,105000,19,5,IND,2223
M,3,STAT,2.4,95000,21,3,THAILAND,2224
F,3,CS,3.4,110000,22,2,BRAZIL,2225
M,3,MATH,2.0,335000,21,5,US,2226
F,3,ME,2.4,95000,23,3,JPN,2227
F,2,CHEM,1,70000,21,6,US,2228
M,3,PHY,2.2,80000,22,4,BRAZIL,2229
M,3,STAT,2.4,95000,22,3,IND,2230
F,1,ECE,3.0,120000,20,4,US,2231
M,4,CHEM,4,90000,22,2,CHN,2232
F,1,STAT,1,135000,21,3,ENG,2233
M,1,ME,1,120000,19,4,ENG,2234
M,4,PHY,4,90000,22,2,CHN,2235
M,3,PHY,3.4,110000,21,2,CHN,2236
F,1,MATH,1,295000,19,5,IND,2237
F,2,ECE,2.4,70000,20,6,JPN,2238
F,1,ME,1,150000,19,2,THAILAND,2239
F,2,ME,1.7999999999999998,330000,21,6,KOR,2240
M,2,PHY,1,85000,21,5,SPAIN,2241
F,4,MATH,3.4,325000,23,3,THAILAND,2242
M,1,STAT,1,120000,20,4,US,2243
F,1,PHY,2.2,90000,20,6,CHN,2244
F,3,CHEM,2.2,80000,22,4,BRAZIL,2245
F,2,ME,2.4,130000,22,2,CHN,2246
F,2,PHY,1,70000,21,6,JPN,2247
F,3,CS,1,335000,21,5,KOR,2248
M,4,ECE,1,325000,23,3,KOR,2249
M,3,PHY,1.7999999999999998,50000,21,6,AUS,2250
M,4,CHEM,3.0,45000,24,5,IND,2251
F,3,PHY,2.6,110000,22,2,ENG,2252
F,2,ME,1.7999999999999998,315000,20,5,KOR,2253
F,2,CHEM,1.4,115000,22,3,CANADA,2254
F,2,CHEM,1.6,130000,22,2,SPAIN,2255
F,4,CS,4,60000,24,4,AUS,2256
M,2,STAT,1.6,130000,21,2,SPAIN,2257
F,2,ME,1.6,130000,21,2,BRAZIL,2258
M,2,ECE,1.7999999999999998,300000,22,4,KOR,2259
M,3,MATH,2.4,305000,21,3,RUSSIAN,2260
F,4,STAT,3.6,90000,24,2,THAILAND,2261
M,2,CHEM,1.2,100000,21,4,US,2262
F,2,PHY,1,70000,22,6,FRANCE,2263
M,2,MATH,1.6,270000,21,2,FRANCE,2264
M,4,CS,4,75000,24,3,THAILAND,2265
M,3,CHEM,2.0,65000,23,5,FRANCE,2266
M,4,MATH,3.4,325000,22,3,BRAZIL,2267
F,2,ECE,2.8,100000,22,4,IND,2268
F,4,ECE,2.4000000000000004,60000,24,4,FRANCE,2269
M,2,ME,1.4,115000,20,3,CANADA,2270
M,1,PHY,1,90000,21,6,RUSSIAN,2271
F,1,ME,1,120000,20,4,GER,2272
F,4,ECE,2.4000000000000004,60000,22,4,US,2273
F,1,CS,2.0,105000,19,5,FRANCE,2274
F,1,PHY,1,105000,21,5,US,2275
F,3,STAT,1,305000,21,3,KOR,2276
M,3,PHY,2.0,65000,21,5,GER,2277
M,4,STAT,3.6,90000,24,2,ENG,2278
M,4,ECE,2.2,45000,23,5,US,2279
F,2,PHY,1.4,115000,22,3,BRAZIL,2280
F,1,PHY,1,150000,20,2,AUS,2281
F,3,ECE,2.8,95000,22,3,SPAIN,2282
F,3,STAT,1.7999999999999998,50000,22,6,SPAIN,2283
F,3,CHEM,2.0,65000,23,5,GER,2284
M,4,CS,4,30000,24,6,CANADA,2285
M,2,CS,2.8,100000,20,4,JPN,2286
F,3,STAT,1.7999999999999998,50000,23,6,AUS,2287
F,4,MATH,3.2,340000,24,4,GER,2288
F,4,MATH,3.6,310000,24,2,IND,2289
F,3,STAT,1,290000,21,2,KOR,2290
M,4,ECE,2.6,75000,23,3,ENG,2291
M,4,ECE,2.4000000000000004,60000,22,4,RUSSIAN,2292
F,3,PHY,2.2,80000,22,4,JPN,2293
F,3,MATH,2.6,290000,22,2,GER,2294
F,3,CS,4.0,65000,23,5,BRAZIL,2295
M,2,PHY,1,70000,21,6,AUS,2296
M,3,MATH,2.0,335000,22,5,US,2297
M,1,ME,1,90000,21,6,CANADA,2298
M,1,ECE,4,90000,21,6,CHN,2299
M,2,CS,3.2,70000,20,6,ENG,2300
F,3,STAT,2.2,80000,23,4,BRAZIL,2301
M,3,ECE,2.5999999999999996,80000,22,4,JPN,2302
M,2,ME,1.4,115000,22,3,US,2303
M,2,CS,3.0,85000,20,5,RUSSIAN,2304
F,4,CS,4,90000,24,2,SPAIN,2305
F,1,ECE,4,135000,21,3,CHN,2306
F,3,ME,1.7999999999999998,50000,21,6,RUSSIAN,2307
F,3,ME,2.6,110000,23,2,ENG,2308
F,4,MATH,3.0,355000,23,5,CANADA,2309
F,3,STAT,2.0,65000,21,5,RUSSIAN,2310
M,3,CHEM,1.7999999999999998,50000,23,6,GER,2311
F,3,PHY,1.7999999999999998,50000,22,6,JPN,2312
M,4,MATH,1,355000,22,5,KOR,2313
F,3,STAT,1.7999999999999998,50000,22,6,CANADA,2314
M,2,CHEM,1.7999999999999998,330000,20,6,KOR,2315
F,2,ME,1,85000,20,5,RUSSIAN,2316
F,1,ME,1.8,120000,20,4,CHN,2317
M,3,CS,4.0,65000,23,5,US,2318
F,4,PHY,3.4,75000,24,3,ENG,2319
M,3,STAT,2.4,95000,21,3,US,2320
F,1,STAT,1,135000,21,3,AUS,2321
M,1,ECE,3.1999999999999997,135000,20,3,JPN,2322
M,1,PHY,2.8,310000,20,6,KOR,2323
F,1,MATH,1,250000,21,2,FRANCE,2324
F,1,PHY,1,90000,21,6,FRANCE,2325
M,2,PHY,1.2,100000,20,4,IND,2326
F,4,ECE,2.6,75000,24,3,BRAZIL,2327
F,3,ECE,2.5999999999999996,80000,22,4,FRANCE,2328
M,1,PHY,1,150000,19,2,US,2329
M,4,STAT,3.2,60000,23,4,GER,2330
M,1,STAT,2.8,295000,21,5,KOR,2331
F,1,CHEM,1,90000,20,6,FRANCE,2332
M,1,CS,1.8,120000,21,4,AUS,2333
M,1,STAT,1,135000,21,3,THAILAND,2334
M,4,MATH,3.4,325000,24,3,THAILAND,2335
F,4,CS,4,90000,22,2,JPN,2336
M,1,MATH,1,295000,21,5,THAILAND,2337
M,1,PHY,1.4,150000,19,2,CHN,2338
F,3,ME,2.0,65000,21,5,FRANCE,2339
M,2,STAT,1.2,100000,20,4,THAILAND,2340
M,4,ME,2.8,30000,22,6,IND,2341
M,4,CS,4,30000,22,6,BRAZIL,2342
M,1,ME,1,150000,20,2,GER,2343
M,4,PHY,2.8,30000,23,6,ENG,2344
M,2,MATH,1.7999999999999998,330000,22,6,KOR,2345
M,1,MATH,1,250000,21,2,GER,2346
F,1,CHEM,1,105000,21,5,SPAIN,2347
M,1,CHEM,1,90000,20,6,US,2348
F,3,ECE,2.1999999999999997,50000,23,6,FRANCE,2349
F,2,STAT,2.4,130000,22,2,CHN,2350
M,1,STAT,1,150000,19,2,BRAZIL,2351
F,3,CS,3.6,95000,23,3,RUSSIAN,2352
M,2,CHEM,1.2,100000,20,4,RUSSIAN,2353
M,4,MATH,3.0,355000,22,5,RUSSIAN,2354
F,4,CS,4,30000,23,6,THAILAND,2355
M,4,CHEM,3.6,90000,23,2,BRAZIL,2356
M,3,PHY,2.6,110000,22,2,BRAZIL,2357
F,2,CS,3.0,85000,20,5,ENG,2358
M,1,MATH,1,280000,20,4,JPN,2359
F,3,MATH,1,350000,23,6,KOR,2360
F,3,PHY,2.6,110000,22,2,IND,2361
M,1,ECE,2.8,250000,21,2,KOR,2362
F,3,CHEM,2.4,95000,23,3,US,2363
F,2,MATH,3.2,330000,22,6,CHN,2364
M,1,MATH,1.4,250000,19,2,CHN,2365
F,2,CS,2.6,115000,20,3,CANADA,2366
M,4,CHEM,3.6,90000,24,2,CANADA,2367
F,1,ECE,2.8,250000,20,2,KOR,2368
M,2,MATH,1,330000,20,6,RUSSIAN,2369
M,2,PHY,1.6,130000,22,2,RUSSIAN,2370
M,2,ME,1.4,115000,21,3,GER,2371
F,4,ME,3.0,45000,22,5,THAILAND,2372
F,4,ME,2.8,30000,24,6,CANADA,2373
F,3,MATH,2.4,305000,22,3,JPN,2374
M,4,ME,3.2,60000,23,4,ENG,2375
M,1,ECE,4,105000,19,5,CHN,2376
F,2,ECE,2.4,70000,20,6,GER,2377
M,2,CHEM,2.8,100000,21,4,CHN,2378
F,1,ME,1,90000,21,6,THAILAND,2379
M,1,MATH,1,280000,21,4,RUSSIAN,2380
F,2,CHEM,1,85000,21,5,BRAZIL,2381
F,1,STAT,1,135000,19,3,THAILAND,2382
F,4,MATH,3.0,355000,23,5,RUSSIAN,2383
M,3,CS,4,50000,21,6,AUS,2384
M,4,PHY,3.2,60000,23,4,US,2385
M,2,PHY,1,70000,21,6,US,2386
M,3,ME,2.4,95000,22,3,FRANCE,2387
M,4,PHY,4,30000,24,6,CHN,2388
M,1,MATH,1,265000,19,3,ENG,2389
M,1,CS,1.6,135000,19,3,CANADA,2390
M,1,STAT,2.8,310000,21,6,KOR,2391
F,1,MATH,1,250000,19,2,BRAZIL,2392
F,1,ME,2.8,250000,20,2,KOR,2393
M,1,MATH,2.8,295000,21,5,KOR,2394
F,4,PHY,3.0,45000,22,5,AUS,2395
F,1,ECE,3.1999999999999997,135000,21,3,ENG,2396
M,3,CS,3.6,95000,21,3,AUS,2397
M,4,PHY,3.0,45000,24,5,IND,2398
M,3,PHY,2.6,110000,22,2,THAILAND,2399
F,3,ECE,2.4,65000,22,5,ENG,2400
M,2,PHY,1.6,130000,20,2,JPN,2401
F,2,STAT,1.6,130000,20,2,CANADA,2402
M,1,ECE,3.0,120000,19,4,BRAZIL,2403
M,1,CHEM,1,90000,19,6,US,2404
M,2,CHEM,1.4,115000,21,3,ENG,2405
M,1,CS,1.4,150000,20,2,US,2406
F,3,PHY,2.0,65000,23,5,BRAZIL,2407
M,4,ECE,2.0,30000,23,6,SPAIN,2408
F,1,ME,1,135000,19,3,BRAZIL,2409
M,2,ME,1.7999999999999998,300000,20,4,KOR,2410
M,4,PHY,2.8,30000,24,6,BRAZIL,2411
F,2,CS,2.4,130000,21,2,CANADA,2412
F,4,ECE,2.6,75000,24,3,BRAZIL,2413
F,2,ECE,3.2,130000,21,2,JPN,2414
F,4,STAT,3.0,45000,22,5,FRANCE,2415
F,2,STAT,1.6,130000,20,2,AUS,2416
F,3,PHY,2.4,95000,23,3,BRAZIL,2417
F,4,ME,2.8,30000,23,6,RUSSIAN,2418
M,3,CHEM,2.0,65000,22,5,AUS,2419
M,2,MATH,1.4,285000,20,3,THAILAND,2420
M,1,PHY,1,120000,20,4,CANADA,2421
M,1,ME,1,150000,19,2,RUSSIAN,2422
F,4,CS,4,60000,24,4,BRAZIL,2423
F,1,CS,1.4,150000,20,2,THAILAND,2424
M,2,ME,1,70000,22,6,SPAIN,2425
M,2,MATH,1,315000,20,5,IND,2426
F,3,CS,3.4,110000,23,2,BRAZIL,2427
M,1,CHEM,1,90000,20,6,BRAZIL,2428
F,2,ECE,2.6,85000,21,5,ENG,2429
F,3,PHY,1.7999999999999998,50000,22,6,CANADA,2430
F,2,ECE,3.2,130000,22,2,ENG,2431
F,3,PHY,1.7999999999999998,50000,22,6,ENG,2432
F,1,MATH,1,295000,19,5,THAILAND,2433
M,1,ME,1,135000,19,3,THAILAND,2434
F,4,CS,4,45000,22,5,CANADA,2435
M,4,CS,4,90000,23,2,FRANCE,2436
F,1,STAT,1,120000,20,4,SPAIN,2437
M,3,CHEM,2.0,65000,21,5,JPN,2438
M,1,CHEM,1,135000,21,3,FRANCE,2439
M,2,MATH,1.6,270000,20,2,CANADA,2440
M,1,ME,1,150000,19,2,BRAZIL,2441
F,3,ECE,4,65000,22,5,CHN,2442
F,2,ECE,1.7999999999999998,300000,21,4,KOR,2443
M,2,STAT,1.2,100000,22,4,CANADA,2444
F,2,CS,2.4,130000,22,2,ENG,2445
M,2,CS,2.6,115000,20,3,THAILAND,2446
F,3,CS,4,50000,21,6,BRAZIL,2447
M,2,STAT,1.4,115000,20,3,GER,2448
M,1,STAT,1,105000,20,5,FRANCE,2449
F,1,CHEM,1,135000,20,3,JPN,2450
F,2,ME,1.7999999999999998,270000,21,2,KOR,2451
F,3,MATH,2.4,305000,22,3,FRANCE,2452
F,4,CS,4,75000,22,3,ENG,2453
M,4,ECE,2.4000000000000004,60000,22,4,BRAZIL,2454
M,4,STAT,3.4,75000,22,3,AUS,2455
F,2,CS,2.4,130000,20,2,CANADA,2456
F,4,CS,4,30000,23,6,FRANCE,2457
M,1,CHEM,1,135000,21,3,FRANCE,2458
M,3,PHY,2.4,95000,21,3,AUS,2459
M,4,CS,4,90000,24,2,CHN,2460
F,1,STAT,1,105000,19,5,BRAZIL,2461
M,1,PHY,1,120000,20,4,US,2462
M,2,PHY,1.6,130000,21,2,CANADA,2463
M,3,CS,4.0,65000,21,5,ENG,2464
F,1,ME,1,150000,21,2,JPN,2465
F,1,CS,2.2,90000,20,6,SPAIN,2466
F,3,CS,3.6,95000,22,3,IND,2467
M,4,PHY,3.6,90000,22,2,BRAZIL,2468
M,2,CS,2.4,130000,21,2,RUSSIAN,2469
F,2,MATH,1,330000,21,6,ENG,2470
F,4,ECE,2.2,45000,24,5,FRANCE,2471
M,4,CS,4,30000,24,6,RUSSIAN,2472
M,3,CHEM,2.0,65000,22,5,RUSSIAN,2473
F,1,MATH,1,310000,20,6,IND,2474
F,1,STAT,1,120000,20,4,GER,2475
F,1,ECE,2.8,105000,19,5,CANADA,2476
F,3,ME,2.0,65000,22,5,SPAIN,2477
F,3,STAT,2.2,80000,23,4,AUS,2478
F,4,ME,3.2,60000,23,4,US,2479
F,4,STAT,1,340000,23,4,KOR,2480
M,4,PHY,2.8,30000,22,6,US,2481
M,1,ME,2.2,90000,21,6,CHN,2482
M,2,STAT,1,70000,20,6,IND,2483
M,2,PHY,2.4,130000,22,2,CHN,2484
M,4,ECE,2.6,75000,23,3,IND,2485
M,4,ME,3.0,45000,22,5,US,2486
F,3,ECE,2.5999999999999996,80000,23,4,GER,2487
F,4,ME,3.4,75000,22,3,ENG,2488
F,1,ME,1,120000,20,4,CANADA,2489
F,3,ME,3.4,110000,23,2,CHN,2490
M,2,CS,2.6,115000,22,3,THAILAND,2491
M,2,ME,1.2,100000,21,4,BRAZIL,2492
M,2,ME,1.2,100000,21,4,CANADA,2493
M,4,ECE,2.0,30000,23,6,US,2494
F,2,MATH,1.6,270000,22,2,RUSSIAN,2495
F,1,CS,2.0,105000,19,5,SPAIN,2496
F,1,CS,1.8,120000,19,4,SPAIN,2497
M,4,PHY,2.8,30000,22,6,AUS,2498
M,4,STAT,3.6,90000,22,2,BRAZIL,2499
M,3,PHY,1.7999999999999998,50000,21,6,IND,2500
M,4,PHY,3.0,45000,24,5,US,2501
F,1,ECE,2.8,250000,19,2,KOR,2502
M,1,CHEM,1,135000,21,3,AUS,2503
F,2,PHY,1.7999999999999998,315000,21,5,KOR,2504
F,3,MATH,2.0,335000,23,5,SPAIN,2505
F,2,CHEM,1.6,130000,22,2,RUSSIAN,2506
M,3,CHEM,2.0,65000,23,5,FRANCE,2507
F,1,MATH,1,310000,20,6,ENG,2508
M,1,MATH,1,280000,19,4,US,2509
F,1,STAT,1,90000,19,6,SPAIN,2510
F,1,STAT,1,150000,20,2,GER,2511
M,4,PHY,3.6,90000,22,2,CANADA,2512
M,1,PHY,1,150000,19,2,GER,2513
M,1,PHY,2.8,280000,19,4,KOR,2514
F,3,CS,3.4,110000,21,2,RUSSIAN,2515
F,3,CS,3.8,80000,21,4,US,2516
F,4,MATH,3.6,310000,23,2,AUS,2517
F,1,PHY,1,135000,20,3,GER,2518
F,1,CHEM,1,120000,19,4,CANADA,2519
M,1,PHY,2.8,250000,20,2,KOR,2520
F,4,MATH,3.2,340000,24,4,SPAIN,2521
F,3,PHY,3.6,95000,23,3,CHN,2522
F,4,ME,3.2,60000,23,4,CANADA,2523
M,4,MATH,3.2,340000,24,4,IND,2524
M,2,CS,2.8,100000,20,4,FRANCE,2525
F,3,PHY,3.6,95000,21,3,CHN,2526
F,4,CHEM,2.8,30000,23,6,JPN,2527
F,2,CS,2.4,130000,21,2,THAILAND,2528
M,4,MATH,3.4,325000,24,3,CANADA,2529
F,2,PHY,1.2,100000,21,4,THAILAND,2530
M,4,ECE,2.2,45000,22,5,SPAIN,2531
M,1,ECE,3.1999999999999997,135000,20,3,BRAZIL,2532
M,2,ECE,2.8,100000,21,4,GER,2533
F,4,ECE,2.4000000000000004,60000,22,4,AUS,2534
M,1,MATH,1.6,265000,21,3,CHN,2535
F,3,ECE,1,350000,22,6,KOR,2536
M,1,CS,2.2,90000,21,6,RUSSIAN,2537
F,3,ME,2.0,65000,23,5,AUS,2538
F,4,ME,3.6,90000,23,2,THAILAND,2539
M,2,ME,1.4,115000,22,3,THAILAND,2540
M,1,ME,1,105000,21,5,SPAIN,2541
F,2,ECE,3.0,115000,22,3,ENG,2542
M,4,ME,3.4,75000,24,3,AUS,2543
M,1,PHY,1,135000,20,3,BRAZIL,2544
M,1,CS,1.8,120000,21,4,JPN,2545
M,1,PHY,1,120000,21,4,AUS,2546
F,4,MATH,1,370000,23,6,KOR,2547
F,1,CS,1.6,135000,21,3,US,2548
M,2,CHEM,1.4,115000,20,3,ENG,2549
F,1,MATH,1,310000,21,6,JPN,2550
F,1,STAT,1,90000,21,6,US,2551
F,4,STAT,3.4,75000,22,3,FRANCE,2552
F,4,STAT,2.8,30000,24,6,JPN,2553
M,3,PHY,2.6,110000,23,2,JPN,2554
M,3,MATH,1,335000,21,5,KOR,2555
F,4,CHEM,2.8,30000,22,6,RUSSIAN,2556
M,4,ME,3.0,45000,22,5,RUSSIAN,2557
F,1,CHEM,1,90000,21,6,THAILAND,2558
M,2,STAT,1,85000,21,5,THAILAND,2559
F,2,CS,3.0,85000,21,5,CANADA,2560
F,1,ME,2.8,250000,20,2,KOR,2561
F,3,CHEM,1.7999999999999998,50000,21,6,US,2562
F,4,CHEM,3.6,90000,22,2,FRANCE,2563
F,4,ECE,2.2,45000,22,5,JPN,2564
M,3,ECE,2.5999999999999996,80000,23,4,FRANCE,2565
F,4,PHY,3.4,75000,24,3,THAILAND,2566
M,3,ME,1.7999999999999998,50000,22,6,FRANCE,2567
F,2,PHY,1,85000,20,5,AUS,2568
M,4,PHY,2.8,30000,23,6,THAILAND,2569
M,1,CHEM,1,90000,19,6,GER,2570
F,4,ME,3.4,75000,22,3,BRAZIL,2571
M,4,CS,4,45000,24,5,SPAIN,2572
M,4,ECE,2.8000000000000003,90000,22,2,ENG,2573
M,3,ME,1.7999999999999998,50000,23,6,FRANCE,2574
F,2,STAT,1.2,100000,21,4,IND,2575
F,1,STAT,1,90000,21,6,BRAZIL,2576
F,3,ECE,4,50000,22,6,CHN,2577
F,4,ME,3.2,60000,24,4,THAILAND,2578
M,2,STAT,1.2,100000,21,4,FRANCE,2579
M,3,PHY,2.6,110000,23,2,ENG,2580
M,4,ME,3.2,60000,23,4,AUS,2581
M,2,STAT,1.6,130000,20,2,CANADA,2582
M,2,STAT,1.4,115000,22,3,IND,2583
